tsne_x,tsne_y,label_mood,player_id
37.54133,21.443058,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
1.1013314,57.75215,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
6.6235867,57.685802,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-1.7538822,24.656015,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-1.6950008,41.648422,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
26.63756,-18.495903,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
26.14074,-4.5448446,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-5.562737,-1.3685846,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
15.889897,29.721514,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
27.630373,7.6290154,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
34.973373,-4.6178327,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-2.0884829,46.6618,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
3.343346,59.812447,2,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
20.40926,-18.437944,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
26.036633,-20.779108,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
6.1997833,31.705198,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
1.5603492,49.575005,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
12.179577,55.47778,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-14.283803,48.72512,1,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-20.151934,31.417814,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-18.048012,31.930687,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-7.8593526,-28.135147,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-4.8022842,-57.074707,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
-19.903084,-33.586895,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
15.435665,-23.588392,0,018B0D8D-B5EC-09D6-90ED-550058EBFEAF
6.2379,-76.07186,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-27.04024,29.543512,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
10.481635,-55.065243,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-0.89652914,-26.75966,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
33.74469,39.10588,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-1.2284148,38.5212,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
0.73640865,39.666046,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-8.061519,-1.3994274,1,06F9F8CE-9696-23CA-25B5-000AA4A793BA
30.806362,-17.328186,1,06F9F8CE-9696-23CA-25B5-000AA4A793BA
26.888636,-18.38262,1,06F9F8CE-9696-23CA-25B5-000AA4A793BA
3.5478342,20.770292,1,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-2.0331247,49.21495,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-20.098864,27.721575,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-20.820278,-6.5524564,2,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-11.672974,-25.97589,0,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-12.982194,-22.348827,0,06F9F8CE-9696-23CA-25B5-000AA4A793BA
-20.497265,-4.620481,0,06F9F8CE-9696-23CA-25B5-000AA4A793BA
3.1583476,-25.442377,0,06F9F8CE-9696-23CA-25B5-000AA4A793BA
26.56625,-0.92100877,0,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
-47.445683,9.153501,0,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
-1.5106884,37.962006,0,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
27.46682,33.863678,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
-14.625351,-3.7591946,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
-5.9816055,31.743057,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
-11.003952,-0.90852886,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
-2.0405533,58.60925,0,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
8.127887,32.85391,0,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
7.6355577,26.162909,0,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
-0.28802967,28.20242,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
8.133133,25.511808,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
14.058355,-57.178135,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
5.2827992,-16.664516,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
13.650448,-26.173906,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
15.100398,-55.475685,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
-8.072481,55.927074,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
22.299799,-10.584288,2,0A221ADF-C99E-307E-7B65-92EF9DABA6C4
36.924202,21.450272,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
6.746141,63.383537,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
-40.121887,4.6984653,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
33.295864,38.709007,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
42.410557,-8.488869,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
33.746212,-8.995674,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
23.525938,-1.5353348,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
27.24071,35.18183,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
26.191233,9.41628,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
18.115913,32.979374,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
26.205019,8.387747,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
-40.455845,4.2021255,2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
0.51110125,44.947617,1,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
4.916123,20.701294,1,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
12.498839,-53.394234,1,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
-11.17482,39.09819,1,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
-8.241893,-22.513905,1,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308
