player_id,entropy,dist_down,dist_same,dist_up
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.6721128297218992,0.3728813559322034,0.01694915254237288,0.6101694915254238
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.9122088100696224,0.3898305084745763,0.1440677966101695,0.4661016949152542
0A221ADF-C99E-307E-7B65-92EF9DABA6C4,0.662626891804,0.4322033898305085,0.00847457627118644,0.559322033898305
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,0.699134119098083,0.2966101694915254,0.0423728813559322,0.6610169491525424
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.9509818416184922,0.4152542372881356,0.1864406779661017,0.3983050847457627
0B5863F1-A482-C95D-EA42-9183B5BDFA12,0.8393338269285574,0.4915254237288136,0.0847457627118644,0.423728813559322
0D759376-3F10-1BEB-7205-E91B8BF17984,0.8592030967052589,0.1504424778761062,0.25663716814159293,0.5929203539823009
0F3B2D98-51FE-5265-3746-A0763DE31C98,0.9135274694217121,0.4915254237288136,0.15254237288135594,0.3559322033898305
14027B3A-0AD6-CBA3-A600-42B3C0A4D933,0.6050578785288182,0.3813559322033898,0.0,0.6186440677966102
165B40B2-D9B2-DBC0-AE48-02C0F49A609F,0.6709816722649984,0.22033898305084745,0.059322033898305086,0.7203389830508474
172A62AD-9B69-33E2-1551-9526879D80AC,0.43719293904066997,0.01694915254237288,0.13559322033898305,0.847457627118644
1AE03BA6-E346-DEB8-4865-276ECC5CD9B1,0.9901902772726058,0.3898305084745763,0.2711864406779661,0.3389830508474576
1F6A56CA-9C73-442F-2682-BB69E4B03AB2,0.8961901795496934,0.5225225225225225,0.14414414414414414,0.3333333333333333
243FE25F-E451-21F6-7EFA-F9DACC7D31CA,0.7726004004759723,0.3220338983050847,0.06779661016949153,0.6101694915254238
2656C6B4-988A-A958-5107-5422027AEE1D,0.6660698445983528,0.4491525423728814,0.00847457627118644,0.5423728813559322
2C636222-CB43-AB6F-444A-7278047991C7,0.5828795495393956,0.3389830508474576,0.0,0.6610169491525424
35FEE4B0-EF25-110F-8D86-5410FA57646B,0.5813875817662066,0.2457627118644068,0.01694915254237288,0.7372881355932204
37249306-1597-DC6D-3544-6FEDBBF8B848,0.873772660667328,0.3305084745762712,0.1271186440677966,0.5423728813559322
3C54E0F5-9C12-3137-9EC1-39645770F53A,0.9060222327517595,0.2542372881355932,0.5508474576271186,0.19491525423728814
3FC0B5B3-AC42-BF96-D8EE-10E81EAAACF6,0.6955753663958874,0.042735042735042736,0.2905982905982906,0.6666666666666666
4690C2DC-C0B5-6C1B-880A-D31C46C8A565,0.6669750018358996,0.452991452991453,0.008547008547008548,0.5384615384615384
46A9A47E-EDE3-2EF4-2F06-E95AF67D57E1,0.5618376711211267,0.3076923076923077,0.0,0.6923076923076923
47494449-E68E-E554-8BB1-ECEEE432E269,0.5096352134294692,0.24778761061946902,0.0,0.7522123893805309
48847236-6E23-6E61-57CD-780C68FAA2C2,0.6225363112531782,0.5677966101694916,0.0,0.4322033898305085
48D32E40-ABB9-E3FB-185C-8A5AA0C44CBF,0.8460837742524232,0.3898305084745763,0.09322033898305085,0.5169491525423728
4B423110-8A54-A87F-39BB-D68BF033C7FC,0.6086516760632021,0.3898305084745763,0.0,0.6101694915254238
