player_id,entropy
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.6739927880119384
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.9140286285315805
0A221ADF-C99E-307E-7B65-92EF9DABA6C4,0.663743881065206
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,0.701871939896767
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.9518979784466218
0B5863F1-A482-C95D-EA42-9183B5BDFA12,0.8397821221200048
0D759376-3F10-1BEB-7205-E91B8BF17984,0.8626016510258044
0F3B2D98-51FE-5265-3746-A0763DE31C98,0.9157754454889417
14027B3A-0AD6-CBA3-A600-42B3C0A4D933,0.6064727741416686
165B40B2-D9B2-DBC0-AE48-02C0F49A609F,0.6741516316707007
172A62AD-9B69-33E2-1551-9526879D80AC,0.43963598732334097
1AE03BA6-E346-DEB8-4865-276ECC5CD9B1,0.9901721802901295
1F6A56CA-9C73-442F-2682-BB69E4B03AB2,0.8951709964309665
243FE25F-E451-21F6-7EFA-F9DACC7D31CA,0.7753392268921148
2656C6B4-988A-A958-5107-5422027AEE1D,0.6669750018358996
2C636222-CB43-AB6F-444A-7278047991C7,0.5846237415384327
35FEE4B0-EF25-110F-8D86-5410FA57646B,0.5839737742394772
37249306-1597-DC6D-3544-6FEDBBF8B848,0.872560036829321
3C54E0F5-9C12-3137-9EC1-39645770F53A,0.9090998297742677
3FC0B5B3-AC42-BF96-D8EE-10E81EAAACF6,0.6983731784469003
4690C2DC-C0B5-6C1B-880A-D31C46C8A565,0.6678382744457141
46A9A47E-EDE3-2EF4-2F06-E95AF67D57E1,0.5637805949652543
47494449-E68E-E554-8BB1-ECEEE432E269,0.5118595071429148
48847236-6E23-6E61-57CD-780C68FAA2C2,0.6212872430489308
48D32E40-ABB9-E3FB-185C-8A5AA0C44CBF,0.8481509874194975
4B423110-8A54-A87F-39BB-D68BF033C7FC,0.6099892313305174
4BD5749B-A1D2-E6C9-156F-DF107802D3BE,0.986205069139466
4BFAECAC-0CC2-F9AC-17BB-7343BE737D81,0.4511384748914383
4CAE9D77-C8A8-2EE8-53D0-7C3C6331B2C5,0.8265935096631027
5270C847-54C3-180E-9737-1D87A639C450,0.5895717634693378
5690E95B-9747-B2B5-2EE1-16A72200D5CC,0.7431664628528221
58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5,0.8800230755460733
5CD23052-9069-615B-22B2-CB8E9A2413C9,0.89847437464244
5E491E0A-C580-29BE-4329-ED7BFF843D0D,0.7923982476675359
5F222604-CB86-1ABA-EB7B-31FF78B7BE93,0.42083283383575604
62A1F053-1EA8-7433-090E-89D450314F41,0.7784438807393267
